HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck_of_spaceship,Number_of_cabin,Port_or_Starboard
Mars,False,TRAPPIST-1e,-0.06081275151032546,False,2.609082881951975,-0.2810556690559196,-0.2669418066750105,-0.19237066344448037,-0.2702331032690641,0,E,-0.29965452800945064,P
Mars,False,TRAPPIST-1e,-0.61403999131511,False,0.3503301398050946,-0.2810556690559196,2.1064259321147287,-0.26913426473608887,-0.2702331032690641,1,E,-0.8452491798670411,S
Earth,False,TRAPPIST-1e,0.6998747032212532,False,0.7051928587473358,-0.2792051701076292,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,-0.7533389696974828,P
Earth,False,TRAPPIST-1e,-0.5448865863395119,False,1.088032306568841,-0.2810556690559196,-0.2502161707427361,-0.26648724400189544,-0.2702331032690641,0,E,-0.9704035086085672,S
Earth,False,TRAPPIST-1e,0.008340653465272605,False,-0.3314185692001242,-0.2810556690559196,-0.06623417548771755,-0.17737087928405113,0.2547280123806183,0,G,-0.26445487305089643,S
Europa,False,55 Cancri e,0.14664746341646873,False,-0.3328910286148223,0.708344435296688,6.49857792792999,3.343166697193166,-0.15682686922627556,0,C,-0.7435612877645511,P
Earth,False,TRAPPIST-1e,-0.4065797763883158,False,-0.3328910286148223,-0.2748873392282849,-0.022747522063804072,0.13109527027395268,-0.15591230282270468,1,F,0.6214031100727182,P
Europa,False,TRAPPIST-1e,1.1839485380504398,False,-0.3328910286148223,-0.2002505483139049,3.2922735197129853,7.559870726763247,0.1586985400056764,0,A,-1.1170687376025432,P
Earth,False,TRAPPIST-1e,-0.8906536112175022,False,-0.3328910286148223,-0.2792051701076292,-0.2886851333869672,-0.26913426473608887,0.7348753742553278,0,F,-1.07600247348423,P
Earth,False,TRAPPIST-1e,1.1147951330748416,False,2.8152272000097085,-0.2810556690559196,-0.2886851333869672,0.31232795654172724,-0.2702331032690641,0,F,-0.3368097193545912,P
Earth,False,TRAPPIST-1e,-0.6831933962907081,False,-0.15325098002165446,-0.17619406198612952,-0.2017118265391403,-0.26913426473608887,0.1550402743913929,0,G,-0.04347926136663936,P
Europa,False,TRAPPIST-1e,0.43709176431398067,False,-0.3328910286148223,0.33330998177649757,-0.2886851333869672,0.37144475293871304,0.4733093828340575,0,E,-0.2898768460765189,P
Earth,False,TRAPPIST-1e,-0.6831933962907081,False,-0.3328910286148223,-0.2810556690559196,-0.28032231542083,0.39791496028064705,-0.2702331032690641,1,F,0.3006951426725575,S
Earth,True,TRAPPIST-1e,0.49241448829445905,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,1.7497476051330396,P
Earth,False,TRAPPIST-1e,-0.61403999131511,False,-0.26368543612401174,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,2.2091564168115783,0,F,1.1102872067193046,P
Europa,False,TRAPPIST-1e,0.2158008683920668,False,-0.3328910286148223,0.5115747137951407,-0.2886851333869672,2.4043566767992415,0.03523207552360825,0,C,-0.5343188943998122,S
Mars,False,TRAPPIST-1e,-1.9971080908270713,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,2.2464538473259714,P
Mars,True,TRAPPIST-1e,1.6680223728796262,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,-0.3192098918753141,P
Earth,False,TRAPPIST-1e,-1.5821876609734828,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.8990892769679792,S
Earth,True,TRAPPIST-1e,-1.7896478759002772,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,1.5053055568097464,P
Earth,False,55 Cancri e,-0.9598070161931003,False,-0.32847365037072795,0.2457196982240847,-0.2502161707427361,-0.26913426473608887,-0.2702331032690641,0,F,1.5268164570621963,P
Mars,False,TRAPPIST-1e,-0.8906536112175022,False,1.2794520304795935,-0.2810556690559196,-0.19836669935268542,-0.26913426473608887,-0.2702331032690641,0,F,2.0098339445490234,P
Earth,False,TRAPPIST-1e,-0.5448865863395119,False,-0.3328910286148223,-0.261933846590252,3.183556886153201,-0.2011940658917917,-0.2702331032690641,1,F,1.2549968993266942,S
Mars,True,TRAPPIST-1e,0.008340653465272605,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,1.8299245969830797,S
Europa,True,55 Cancri e,0.07749405844087066,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,C,-0.9293372444902539,P
Mars,False,TRAPPIST-1e,0.6307212982456551,False,1.2073015191593868,-0.2810556690559196,2.308806126895249,-0.26913426473608887,-0.2702331032690641,0,F,0.13447454981271809,P
Earth,True,PSO J318.5-22,-1.8588012808758752,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.4199828622543246,S
Europa,False,55 Cancri e,0.2849542733676649,False,-0.3328910286148223,16.417230007334005,-0.2886851333869672,-0.2558991610651219,-0.2702331032690641,1,B,-0.9136929533975632,S
Earth,False,55 Cancri e,-1.5130342559978849,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.8306455034374571,S
Earth,True,TRAPPIST-1e,-0.9598070161931003,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.8208678215045254,P
Mars,False,55 Cancri e,-0.06081275151032546,False,-0.2607405172946155,-0.2810556690559196,-0.2886851333869672,-0.2673695842466266,0.7687143311874501,0,D,-0.6770730506206154,P
Earth,True,TRAPPIST-1e,0.07749405844087066,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,-0.3446318649009366,S
Earth,False,PSO J318.5-22,-0.8215002062419042,False,0.2767071690701898,-0.2810556690559196,-0.0561987939283529,-0.24442873788361716,-0.11201311545130267,0,G,-0.5440965763327439,P
Earth,False,TRAPPIST-1e,-0.9598070161931003,False,-0.19742476246259738,-0.2798220030903927,-0.26359667948855564,-0.26472256351243323,0.4998318085376129,0,F,0.3593612342701478,S
Earth,False,TRAPPIST-1e,-0.06081275151032546,False,-0.20184214070669165,-0.2792051701076292,0.6663486783459017,-0.04149048159545677,-0.2702331032690641,0,F,0.9323333955399471,P
Earth,False,TRAPPIST-1e,-0.12996615648592352,False,-0.3328910286148223,-0.22615753358997068,1.1731354470938165,-0.23913469641523036,-0.2702331032690641,1,F,0.3957342110606539,S
Europa,False,TRAPPIST-1e,0.5615678932700571,False,-0.3328910286148223,-0.14781974477900986,-0.2886851333869672,4.487561994609445,2.813684809571927,0,B,-0.9508481447427037,S
Mars,False,TRAPPIST-1e,0.49241448829445905,False,1.2912317057971783,-0.2792051701076292,-0.2886851333869672,-0.26913426473608887,0.3324661566841427,0,D,-0.7005394872596515,P
Earth,False,TRAPPIST-1e,2.0829428027332146,False,-0.3328910286148223,0.1285214314990252,-0.2886851333869672,-0.14207726949480584,-0.14127924036557069,1,G,0.6233586464593045,P
Europa,False,TRAPPIST-1e,0.35410767834326295,False,-0.18859000597440878,0.15997991361996222,-0.24018078918337143,4.788440018062761,1.4692721963227406,0,B,-1.1248908831488884,P
Mars,True,TRAPPIST-1e,-0.2682729664371197,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,2.1564991735429997,P
Mars,True,55 Cancri e,-1.7896478759002772,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,0.7954458484789029,P
Earth,False,TRAPPIST-1e,-0.9598070161931003,False,-0.3328910286148223,-0.14226824793413861,-0.2886851333869672,0.611441299505581,-0.2702331032690641,0,F,-1.1581350017208565,S
Mars,True,TRAPPIST-1e,2.221249612684411,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,0.8599785492362523,P
Earth,False,TRAPPIST-1e,-0.5448865863395119,False,-0.09288014401903251,-0.19099805357245284,-0.19836669935268542,-0.05296090477696149,-0.18334929492983093,0,F,2.2034320468210717,P
Earth,False,TRAPPIST-1e,0.14664746341646873,False,-0.3314185692001242,-0.2810556690559196,-0.27697718823437517,-0.26913426473608887,0.08370409491286464,1,G,0.6624693741910314,P
Mars,False,TRAPPIST-1e,0.6307212982456551,False,-0.20625951895078595,0.4246012632254913,1.0209321601101193,-0.26913426473608887,-0.2702331032690641,1,F,2.1584547099295857,P
Earth,False,TRAPPIST-1e,-0.61403999131511,False,-0.222456572512465,-0.2810556690559196,-0.2886851333869672,1.0940814133735102,-0.2702331032690641,0,E,-0.9176040261707359,P
Earth,True,TRAPPIST-1e,-0.4065797763883158,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-1.0896912281903344,S
Earth,False,TRAPPIST-1e,-1.4438808510222867,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,0.005409148298019277,P
Mars,True,TRAPPIST-1e,0.07749405844087066,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,0.39260535284211573,P
Mars,False,TRAPPIST-1e,0.2849542733676649,False,-0.29607954324736985,-0.2810556690559196,2.0127623708939923,0.2637992430815149,-0.2702331032690641,0,F,0.3593612342701478,P
Earth,False,TRAPPIST-1e,-1.4438808510222867,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,-0.7885386246560371,S
Europa,False,TRAPPIST-1e,0.2849542733676649,False,-0.3328910286148223,-0.06084629420936043,3.668600328189159,1.153198209770496,1.6841953011618962,0,C,-0.7279169966718604,S
Earth,True,TRAPPIST-1e,-1.7896478759002772,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.6047182043169206,S
Earth,False,TRAPPIST-1e,0.5615678932700571,False,0.02933398740090952,-0.2810556690559196,0.8871270726519239,-0.26472256351243323,-0.2702331032690641,1,G,0.16967420477127232,P
Europa,False,TRAPPIST-1e,0.008340653465272605,False,-0.3240562721266337,-0.27797150414210225,-0.2886851333869672,5.23225716116252,0.12668871588069577,0,C,-0.8589379345731455,P
Europa,False,55 Cancri e,0.35410767834326295,False,-0.3264122071901507,3.196031854781767,-0.21341977169173237,1.439076449063383,-0.21901738466909507,0,C,-1.144446247014752,P
Europa,False,TRAPPIST-1e,0.14664746341646873,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,C,-0.8726266892792499,S
Earth,True,PSO J318.5-22,0.14664746341646873,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.12561178960326588,P
Mars,False,TRAPPIST-1e,-0.7523468012663062,False,1.4605645384874595,-0.2810556690559196,-0.23181797121723424,0.6970283032445008,-0.2702331032690641,0,E,-0.9449815355829447,P
Earth,True,PSO J318.5-22,-1.7896478759002772,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,1.2589079720998668,S
Europa,False,TRAPPIST-1e,0.49241448829445905,False,-0.3328910286148223,1.830363630943442,-0.2886851333869672,0.1420362893086187,0.04895057157717138,1,C,-0.5890739132242298,P
Mars,False,TRAPPIST-1e,-0.06081275151032546,False,-0.3122765968090489,-0.2810556690559196,1.8772847198425693,-0.26913426473608887,-0.2702331032690641,1,F,-1.1405351742415792,P
Mars,False,TRAPPIST-1e,-0.4065797763883158,False,2.2777795136449033,-0.2810556690559196,-0.15822517311522682,-0.26913426473608887,-0.2674894040583515,0,F,-0.2683659458240691,S
Earth,False,TRAPPIST-1e,1.8063291828308223,False,-0.25485067963582314,0.20624238732722255,-0.2268002804375519,-0.26913426473608887,-0.2702331032690641,1,F,-0.9586702902890492,S
Europa,True,TRAPPIST-1e,-0.12996615648592352,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,B,-1.0896912281903344,S
Earth,True,TRAPPIST-1e,0.7690281081968513,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.7103171691925833,S
Europa,True,55 Cancri e,2.0829428027332146,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,B,-0.8276493523877639,S
Earth,False,TRAPPIST-1e,-0.4065797763883158,False,-0.24748838256233266,-0.036789807881585056,-0.26359667948855564,-0.02296133645610301,-0.10561115062630654,0,F,0.3300281884713527,P
Mars,False,TRAPPIST-1e,-0.12996615648592352,False,1.878743012261719,-0.2804388360731561,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,F,-0.12952286237643856,S
Earth,True,TRAPPIST-1e,-0.7523468012663062,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,0.03669773048340081,P
Earth,True,TRAPPIST-1e,0.8381815131724494,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,1.2061084896620355,P
Earth,False,TRAPPIST-1e,-0.5448865863395119,False,0.20455665774998302,-0.24898035395221912,-0.2886851333869672,-0.26913426473608887,-0.006837979040652014,1,F,-0.244899509185033,S
Earth,True,PSO J318.5-22,0.6307212982456551,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.8882709803719406,S
Europa,False,TRAPPIST-1e,0.6998747032212532,False,5.447984633489906,0.9711152859539267,-0.2886851333869672,1.03937631820018,0.2885669693127407,0,B,-0.8374270343206957,P
Earth,False,55 Cancri e,1.6680223728796262,False,-0.3328910286148223,-0.2810556690559196,0.9724278159065235,-0.22854661347845678,-0.2702331032690641,0,F,1.9707232168172966,P
Europa,False,TRAPPIST-1e,0.2158008683920668,False,0.030806446815607617,2.587834533776985,-0.2886851333869672,-0.22854661347845678,-0.08549068974774729,1,C,-1.1424907106281657,S
Earth,False,TRAPPIST-1e,-0.47573318136391385,False,-0.2666303549534079,0.3949932800528447,-0.04114572158930593,0.94584825225868,-0.26931853686549323,0,F,-1.1464017834013382,S
Earth,False,TRAPPIST-1e,1.8063291828308223,False,0.4121734352224147,-0.2810556690559196,0.47400386512474596,-0.26913426473608887,-0.2702331032690641,0,F,2.109566300264927,S
Mars,True,TRAPPIST-1e,-1.651341065949081,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,-0.7572500424706555,S
Earth,False,PSO J318.5-22,0.5615678932700571,False,0.5064108377630928,-0.2810556690559196,-0.27697718823437517,-0.17472385854985772,-0.2702331032690641,0,F,2.379430321613843,P
Earth,False,PSO J318.5-22,1.2531019430260377,False,-0.3122765968090489,-0.2792051701076292,-0.2886851333869672,1.2484909562014583,-0.2702331032690641,0,G,0.6448695467117543,P
Earth,False,PSO J318.5-22,-0.6831933962907081,False,-0.3181664344678413,-0.2662516774695963,-0.2886851333869672,-0.26913426473608887,0.24649691474848043,0,F,1.6539263221903087,S
Earth,False,55 Cancri e,0.5615678932700571,False,0.2943766820465669,-0.2810556690559196,-0.28534000620051236,-0.09796025725824924,0.01145334903076549,0,F,0.48842663578484663,S
Earth,True,PSO J318.5-22,-0.06081275151032546,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.11974518044350685,P
Earth,False,TRAPPIST-1e,-0.3374263714127177,False,-0.060486036895674375,-0.2810556690559196,0.5108002641757496,-0.24354639763888603,-0.2702331032690641,1,F,1.7829917237050075,P
Europa,False,55 Cancri e,0.5892292552602963,False,-0.3328910286148223,1.2196989780076055,-0.28433646804457585,0.5055604701378451,0.13491981351283364,1,A,-1.1659571472672017,P
Mars,False,TRAPPIST-1e,0.2849542733676649,False,1.2190811944769717,-0.2810556690559196,0.08262398430952472,-0.24972277935200396,-0.2702331032690641,0,E,-0.06107908884591647,P
Europa,True,TRAPPIST-1e,-0.7523468012663062,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,B,-1.0720914007110571,P
Mars,True,TRAPPIST-1e,-0.3374263714127177,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,-0.12170071683009319,P
Mars,False,PSO J318.5-22,0.008340653465272605,False,-0.32700119095602986,-0.2810556690559196,0.41546413936178556,0.11468374172195361,-0.25285634160121745,0,D,-1.0955578373500934,P
Earth,False,TRAPPIST-1e,-1.9971080908270713,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,-0.8217827432280049,S
Earth,True,PSO J318.5-22,0.8381815131724494,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.19314064141030846,P
Earth,True,55 Cancri e,0.9073349181480475,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,0.02261105915433015,1,G,-0.5362744307863985,S
Earth,False,55 Cancri e,-1.0981138261442964,False,-0.32700119095602986,-0.21998920376233597,-0.2870125697937398,-0.26913426473608887,0.2739339068556067,0,F,1.028154678482678,P
Mars,False,TRAPPIST-1e,-0.7523468012663062,False,-0.28577232734448316,0.4930697243122366,-0.2870125697937398,-0.26913426473608887,-0.2702331032690641,1,F,2.148677027996654,P
Europa,False,TRAPPIST-1e,-0.2682729664371197,False,-0.3328910286148223,1.954963893461663,-0.2886851333869672,-0.26913426473608887,-0.11658594746915704,1,C,-0.7631166516304145,S
Earth,False,55 Cancri e,0.07749405844087066,False,-0.3328910286148223,-0.2446625230728748,-0.2585789887088733,0.29468115164710457,-0.2702331032690641,0,F,0.8658451583960114,S
Mars,True,TRAPPIST-1e,2.0829428027332146,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,-0.8511157890268001,P
Earth,False,55 Cancri e,-1.9971080908270713,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,1.5893936214329591,P
Earth,False,TRAPPIST-1e,0.07749405844087066,False,-0.3328910286148223,-0.2810556690559196,0.6262071521084431,-0.14860658730581622,0.11662848544141614,0,F,1.5854825486597866,S
Earth,False,TRAPPIST-1e,0.9073349181480475,False,-0.3328910286148223,0.3909221823666058,2.2519389647255164,-0.26913426473608887,-0.26657483765478057,0,E,-0.7357391422182057,S
Earth,False,PSO J318.5-22,0.2158008683920668,False,-0.24601592314763457,-0.2810556690559196,0.4957471918367027,-0.26913426473608887,-0.2702331032690641,0,G,-0.3407207921277639,P
Mars,False,TRAPPIST-1e,0.49241448829445905,False,-0.17386541182742782,-0.2810556690559196,1.285197207840055,0.4905606859774159,-0.2702331032690641,0,F,0.6468250830983406,S
Earth,False,TRAPPIST-1e,0.9764883231236455,False,-0.2666303549534079,-0.27612100519381183,-0.2886851333869672,0.26644626381570835,-0.22999218151194556,0,G,-0.2370773636386876,S
Europa,False,55 Cancri e,0.35410767834326295,False,-0.3328910286148223,0.44310625270839543,-0.2886851333869672,-0.15443003292104168,0.7732871632053046,0,A,-1.0525360368451937,P
Europa,False,55 Cancri e,-0.2682729664371197,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,C,-0.7376946786047921,S
Europa,False,TRAPPIST-1e,1.1839485380504398,False,2.978670195041197,-0.18668022269310852,-0.05954392111480778,-0.2650754996103256,-0.09280722097631429,0,E,-0.9508481447427037,P
Mars,False,TRAPPIST-1e,0.2158008683920668,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,E,-0.05521247968615744,P
Earth,False,TRAPPIST-1e,-0.6831933962907081,False,-0.3328910286148223,-0.2810556690559196,0.32347314173427627,-0.03266707914814545,-0.2702331032690641,0,F,-0.03174604304712129,P
Earth,False,PSO J318.5-22,-0.61403999131511,False,-0.14588868294816398,-0.2810556690559196,-0.2886851333869672,0.20909414790818476,-0.2702331032690641,0,F,-0.5558297946522619,S
Mars,False,TRAPPIST-1e,-0.12996615648592352,False,-0.32847365037072795,0.30616933053490486,0.05920809400434055,0.5699713080032178,-0.2702331032690641,0,E,-0.09823428019105704,P
Earth,True,55 Cancri e,-1.4438808510222867,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.597936673433682,S
Europa,False,TRAPPIST-1e,-0.7523468012663062,False,-0.32700119095602986,0.5436500288988412,-0.2886851333869672,-0.26913426473608887,-0.10378201781916478,0,B,-0.7357391422182057,P
Mars,False,TRAPPIST-1e,-0.6831933962907081,False,0.8170997742643913,-0.2810556690559196,0.20472112661512795,0.27174030528409515,-0.2702331032690641,0,F,0.2686243459325414,S
Earth,False,TRAPPIST-1e,-0.47573318136391385,False,-0.27546511144159647,-0.2810556690559196,-0.18331362701363843,-0.26648724400189544,0.32789332466628834,0,F,0.4180273258677382,S
Earth,True,TRAPPIST-1e,-1.4438808510222867,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,-0.8061384521353142,S
Europa,False,TRAPPIST-1e,-0.06081275151032546,False,3.2245709172957793,5.2247955350908235,-0.22011002606464214,-0.2682519244913577,0.15229657518068027,1,C,-1.003647627180535,S
Earth,False,TRAPPIST-1e,2.290403017660009,False,0.02049923091272094,-0.2810556690559196,-0.2886851333869672,0.24791711867635458,-0.2610874392333553,0,G,1.1572200799973769,P
Earth,False,TRAPPIST-1e,1.52971556292843,False,-0.3240562721266337,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,0.7943221904874347,1,F,2.31685315724308,S
Mars,True,TRAPPIST-1e,0.35410767834326295,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,-0.9880033360878443,S
Earth,False,55 Cancri e,-0.06081275151032546,False,-0.3328910286148223,-0.2810556690559196,0.8402952920415556,-0.24178171714942376,-0.2702331032690641,1,G,-0.1823223448142699,S
Earth,False,TRAPPIST-1e,-1.0289604211686985,False,0.2546202778497183,-0.26748534343512326,0.4773489923112008,0.177329899097864,-0.09920918580131041,0,F,1.587438085046373,S
Earth,False,TRAPPIST-1e,-0.12996615648592352,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,0.3114456162969961,-0.14859577159413767,0,E,-0.6594732231413383,P
Europa,False,55 Cancri e,0.6998747032212532,False,-0.3328910286148223,0.9739527176746385,-0.2886851333869672,1.079081629213081,0.7531667023267453,0,C,-1.0349362093659167,P
Earth,False,TRAPPIST-1e,-0.61403999131511,False,-0.3196388938825394,-0.2810556690559196,2.2870628001832927,-0.26913426473608887,-0.2702331032690641,0,F,1.599171303365891,S
Earth,False,TRAPPIST-1e,-0.6831933962907081,False,-0.3314185692001242,-0.19284855252074323,-0.2886851333869672,-0.045019842574381304,-0.17237449808698044,1,E,-0.8511157890268001,P
Mars,True,TRAPPIST-1e,-1.9971080908270713,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,0.7309131477215535,P
Earth,False,55 Cancri e,-1.0289604211686985,False,0.20956301975995656,-0.2804388360731561,0.3803403039040093,-0.0070792120509426204,-0.2702331032690641,0,F,1.4446839288255697,S
Earth,False,55 Cancri e,-0.5448865863395119,False,0.5711990520098091,-0.25453185079709034,-0.2886851333869672,-0.2682519244913577,-0.2702331032690641,0,F,-0.6888062689401334,P
Earth,False,55 Cancri e,-0.4065797763883158,False,-0.32847365037072795,-0.2810556690559196,-0.28534000620051236,-0.2153115098074898,0.3096019965948708,0,F,1.8064581603440437,P
Earth,False,TRAPPIST-1e,1.8063291828308223,False,-0.3328910286148223,-0.2810556690559196,0.913888090143563,-0.02737303767975866,-0.2702331032690641,0,E,-0.33289864658141854,P
Earth,True,TRAPPIST-1e,-0.61403999131511,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,0,G,-0.39743134733876795,P
Europa,False,55 Cancri e,0.008340653465272605,False,-0.3328910286148223,7.468217093401568,-0.2886851333869672,-0.26648724400189544,4.354729199588852,0,B,-0.5890739132242298,P
Earth,True,TRAPPIST-1e,-0.4065797763883158,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.14490075827794546,-0.2702331032690641,1,G,0.81304567595818,S
Europa,True,TRAPPIST-1e,0.6998747032212532,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,B,-0.5871183768376435,S
Earth,True,TRAPPIST-1e,0.9764883231236455,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.7807164791096917,S
Mars,False,TRAPPIST-1e,0.008340653465272605,False,0.3385504644875098,-0.13918408302032126,0.31845545095459393,-0.26913426473608887,-0.2702331032690641,0,E,-0.2605438002777237,S
Earth,False,PSO J318.5-22,-0.4065797763883158,False,-0.3328910286148223,-0.20333471322772226,0.3853579946836916,-0.26913426473608887,-0.2510272087940757,1,F,1.1435313252912724,S
Europa,False,55 Cancri e,-0.47573318136391385,False,-0.3328910286148223,2.3151943553955303,-0.24519847996305377,1.9031874177919583,0.15595484079496377,1,B,-0.9117374170109769,S
Europa,True,55 Cancri e,-0.6831933962907081,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,C,-0.5460521127193302,S
Mars,True,55 Cancri e,-1.9971080908270713,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,F,0.7485129752008306,P
Europa,False,TRAPPIST-1e,1.7371757778552241,False,-0.3328910286148223,0.4640785741223534,-0.2886851333869672,-0.26648724400189544,0.31234569580558347,0,A,-1.1659571472672017,S
Earth,False,55 Cancri e,-1.1672672311198946,False,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,0.8404231853703888,S
Europa,False,TRAPPIST-1e,0.9073349181480475,False,-0.3328910286148223,0.26792568560356966,4.610253631176208,0.041449501409269646,4.209313141421083,0,A,-1.0701358643244707,P
Mars,False,TRAPPIST-1e,0.14664746341646873,False,2.6827058526868797,-0.2810556690559196,1.4507810035695716,-0.14913599145265488,-0.2702331032690641,0,D,-0.8374270343206957,P
Earth,True,55 Cancri e,-1.720494470924679,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,1.4388173196658107,S
Earth,True,TRAPPIST-1e,1.1839485380504398,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,G,-0.720094851125515,S
Europa,True,55 Cancri e,0.2849542733676649,True,-0.3328910286148223,-0.2810556690559196,-0.2886851333869672,-0.26913426473608887,-0.2702331032690641,1,B,-0.6614287595279246,P
Earth,False,TRAPPIST-1e,-0.06081275151032546,False,-0.3211113532972375,0.3197396561557012,-0.2686143702682379,-0.2673695842466266,-0.26383113844406797,1,F,-1.1659571472672017,P
